GEOID,GEONAME,CountyCity,MedianAge,LiveInStateWhereBorn,HouseholdSize,Income,Foodstamps,People18Poverty,People65Poverty,PeopleAllPoverty,NoHealthInsurance,MarriedCoupleHousehold,WomenNeverMarried,MenNeverMarried,Veterans,HasBroadband,filter_$,FSGroups,HIGroups
16000US0680854,"Tustin city, California",City,34.7,77.4,3.24,93304,5,17.5,11,12,8.4,56,33.7,39.1,3,92.8,0,Lowest,Medium
16000US0681204,"Union City city, California",City,39.7,80.9,3.27,128108,2.7,4.6,9.7,4.2,1.9,69,25.7,33,3.2,92.5,0,Lowest,Lowest
16000US0681344,"Upland city, California",City,38,81.5,2.92,82426,6.4,7.9,5.1,7.3,6.4,50.5,37.1,39.8,4.9,89.1,0,Lowest,Medium
16000US0681554,"Vacaville city, California",City,37.6,73,2.86,91302,4.4,7.9,7.7,7.1,4.6,58.6,26.4,35.8,15.2,94.1,0,Lowest,Lowest
16000US0681666,"Vallejo city, California",City,39.7,74.8,2.85,71265,8.9,15.3,8.9,11.3,5.3,42.1,34.5,39.3,7,89,0,Medium_Low,Lowest
16000US0682590,"Victorville city, California",City,30.6,79.5,3.67,60391,27.4,27.3,11.3,19.5,11.1,45.1,35.2,44.6,5.9,90.2,0,Highest,Highest
16000US0682954,"Visalia city, California",City,32.8,80.3,2.9,59911,17.1,13.6,12.4,12.7,5.2,53.5,28.4,38.7,6.9,87.3,0,Highest,Lowest
16000US0682996,"Vista city, California",City,34,73.4,3.2,78656,3.8,16.3,5.4,9.7,15.1,51.4,32.8,37.6,7.3,92,0,Lowest,Highest
16000US0683346,"Walnut Creek city, California",City,45.1,61.6,2.19,120238,1.7,4.2,4.4,3.6,2.7,47.2,28.3,29.2,5.7,93,0,Lowest,Lowest
16000US0684200,"West Covina city, California",City,39,89.6,3.4,82135,9.7,5.1,9.8,7.2,5.6,50.4,37.2,41.2,3.7,87.9,0,Medium_Low,Lowest
16000US0684550,"Westminster city, California",City,39.6,82.1,3.35,56378,11,29.5,15.3,17,6.9,56.4,30.8,39.8,3.5,90,0,Medium_High,Medium
16000US0685292,"Whittier city, California",City,37.4,92.1,3.1,76333,4,6.5,9.5,7.1,5.3,53.5,36.5,36.7,3.9,83,0,Lowest,Lowest
16000US0686832,"Yorba Linda city, California",City,45.4,75.5,2.97,122962,1,6.9,4.5,4.3,4.2,69.4,24.7,27.2,4.7,97.5,0,Lowest,Lowest
16000US0686972,"Yuba City city, California",City,37.3,78.5,2.72,61773,10.4,18.4,12.8,13,5.2,45.1,25,35.5,7.2,81.7,0,Medium_High,Lowest
